title,description
"Vancouver cannabis company wins lottery for POT stock symbol, stock rises 137%",Weekend Unlimited says winning the POT stock ticker lottery was a 'wonderful surprise' for small company,2019-02-01,CBC
Mark Carney says Bank of England can't protect country from economic pain,,2016-06-30,CBC
Canada's main stock index reaches highest level since Oct. 5,Stock markets responded positively to optimism about possible U.S.-China trade deal,2019-02-15,CBC
"Women make up just 8% of top executives in Alberta's largest companies, says report","Gains made for women at the board level but change not coming fast enough, says report co-author",2016-10-06,CBC
"Trade war holds back Canadian stocks in first half, but tide could be turning",Some strategists expect the Canadian stock market to rise more this year than it did in 2017,2018-07-08,CBC
"Trade war holds back Canadian stocks in first half, but tide could be turning",Some strategists expect the Canadian stock market to rise more this year than it did in 2017,2018-07-08,CBC
Canopy Growth stock jumps 13% as cannabis company loses less money than expected,,2020-02-14,CBC
Canada lags behind the U.S. on putting women in corporate boardrooms,"In new report, TD Bank economist says Canada needs to make 'stronger headway' in closing the gender gap",2019-03-28,CBC
"Energy sector soars on OPEC deal, pushing stocks to 18-month high",OPEC deal to cut output pushes oil close to $50 US a barrel,2016-11-30,CBC
"In 1987, a triple-digit-point stock market drop was huge",Frenzied selloff at TSE drew in curious spectators on Black Monday,2020-03-19,CBC
Canadian stock exchanges' lottery awards POT ticker symbol — but to whom?,About 40 companies applied for right to use marijuana-themed ticker,2019-01-30,CBC
Ontario to sell more Hydro One shares on TSX Wednesday,The province hopes to raise $1.71B,2016-04-05,CBC
"TSX, Canadian dollar fall as oil loses ground",,2016-03-24,CBC
"TSX rises, Canadian dollar falls ahead of budget",Oil prices spike above $40 US a barrel as crude stockpiles drop,2016-03-21,CBC
"Toronto stock index climbs on banks, industrials",BlackBerry soars almost 9 per cent,2017-05-23,CBC
Apple ordered to hand over documents in Competition Bureau probe,Competition Bureau investigating  anti-competitive clauses in sale of iPhones,2014-12-17,CBC
Stocks close higher after Donald Trump sworn in as U.S. President,,2017-01-20,CBC
Stock exchanges opt for lottery to award POT ticker symbol to some lucky company,POT used to be owned by PotashCorp but will be up for grabs at end of January,2019-01-16,CBC
